0	1	2		
9.015000			3.094132	44.989283
9.020000	28.849718	163.469890		
9.025000			3.094133	45.079584
9.030000	28.880659	163.921590		
9.035000			3.094133	45.169984
9.040000	28.911601	164.374194		
9.045000			3.094133	45.260485
9.050000	28.942542	164.827705		
9.055000			3.094133	45.351086
9.060000	28.973483	165.282123		
9.065000			3.094133	45.441786
9.070000	29.004425	165.737449		
9.075000			3.094133	45.532587
9.080000	29.035366	166.193684		
9.085000			3.094133	45.623488
9.090000	29.066307	166.650829		
9.095000			3.094133	45.714489
9.100000	29.097249	167.108885		
9.105000			3.094134	45.805589
9.110000	29.128190	167.567853		
9.115000			3.094134	45.896790
9.120000	29.159131	168.027733		
9.125000			3.094134	45.988091
9.130000	29.190073	168.488528		
9.135000			3.094134	46.079491
9.140000	29.221014	168.950238		
9.145000			3.094134	46.170992
9.150000	29.251955	169.412864		
9.155000			3.094134	46.262593
9.160000	29.282897	169.876407		
9.165000			3.094134	46.354293
9.170000	29.313838	170.340868		
9.175000			3.094134	46.446094
9.180000	29.344779	170.806248		
9.185000			3.094135	46.537995
9.190000	29.375721	171.272548		
9.195000			3.094135	46.629995
9.200000	29.406662	171.739769		
9.205000			3.094135	46.722096
9.210000	29.437604	172.207912		
9.215000			3.094135	46.814297
9.220000	29.468545	172.676978		
9.225000			3.094135	46.906597
9.230000	29.499486	173.146968		
9.235000			3.094135	46.998998
9.240000	29.530428	173.617883		
9.245000			3.094135	47.091499
9.250000	29.561369	174.089724		
9.255000			3.094135	47.184099
9.260000	29.592310	174.562492		
9.265000			3.094135	47.276800
9.270000	29.623252	175.036188		
9.275000			3.094136	47.369600
9.280000	29.654193	175.510813		
9.285000			3.094136	47.462501
9.290000	29.685134	175.986368		
9.295000			3.094136	47.555502
9.300000	29.716076	176.462854		
9.305000			3.094136	47.648602
9.310000	29.747017	176.940272		
9.315000			3.094136	47.741803
9.320000	29.777958	177.418623		
9.325000			3.094136	47.835104
9.330000	29.808900	177.897908		
9.335000			3.094136	47.928504
9.340000	29.839841	178.378128		
9.345000			3.094136	48.022005
9.350000	29.870783	178.859284		
9.355000			3.094136	48.115605
9.360000	29.901724	179.341377		
9.365000			3.094136	48.209306
9.370000	29.932665	179.824408		
9.375000			3.094137	48.303107
9.380000	29.963607	180.308378		
9.385000			3.094137	48.397007
9.390000	29.994548	180.793288		
9.395000			3.094137	48.491008
9.400000	30.025489	181.279139		
9.405000			3.094137	48.585108
9.410000	30.056431	181.765933		
9.415000			3.094137	48.679309
9.420000	30.087372	182.253669		
9.425000			3.094137	48.773610
9.430000	30.118313	182.742349		
9.435000			3.094137	48.868010
9.440000	30.149255	183.231974		
9.445000			3.094137	48.962511
9.450000	30.180196	183.722545		
9.455000			3.094137	49.057111
9.460000	30.211138	184.214063		
9.465000			3.094137	49.151812
9.470000	30.242079	184.706529		
9.475000			3.094137	49.246612
9.480000	30.273020	185.199944		
9.485000			3.094138	49.341513
9.490000	30.303962	185.694309		
9.495000			3.094138	49.436514
9.500000	30.334903	186.189626		
9.505000			3.094138	49.531614
9.510000	30.365844	186.685894		
9.515000			3.094138	49.626815
9.520000	30.396786	187.183115		
9.525000			3.094138	49.722115
9.530000	30.427727	187.681290		
9.535000			3.094138	49.817516
9.540000	30.458669	188.180420		
9.545000			3.094138	49.913016
9.550000	30.489610	188.680506		
9.555000			3.094138	50.008617
9.560000	30.520551	189.181550		
9.565000			3.094138	50.104317
9.570000	30.551493	189.683551		
9.575000			3.094138	50.200118
9.580000	30.582434	190.186511		
9.585000			3.094138	50.296019
9.590000	30.613376	190.690431		
9.595000			3.094139	50.392019
9.600000	30.644317	191.195312		
9.605000			3.094139	50.488120
9.610000	30.675258	191.701156		
9.615000			3.094139	50.584320
9.620000	30.706200	192.207962		
9.625000			3.094139	50.680621
9.630000	30.737141	192.715732		
9.635000			3.094139	50.777021
9.640000	30.768082	193.224467		
9.645000			3.094139	50.873522
9.650000	30.799024	193.734168		
9.655000			3.094139	50.970122
9.660000	30.829965	194.244837		
9.665000			3.094139	51.066823
9.670000	30.860907	194.756473		
9.675000			3.094139	51.163623
9.680000	30.891848	195.269078		
9.685000			3.094139	51.260524
9.690000	30.922789	195.782653		
9.695000			3.094139	51.357524
9.700000	30.953731	196.297200		
9.705000			3.094139	51.454625
9.710000	30.984672	196.812718		
9.715000			3.094140	51.551825
9.720000	31.015614	197.329209		
9.725000			3.094140	51.649126
9.730000	31.046555	197.846674		
9.735000			3.094140	51.746526
9.740000	31.077496	198.365115		
9.745000			3.094140	51.844027
9.750000	31.108438	198.884531		
9.755000			3.094140	51.941627
9.760000	31.139379	199.404924		
9.765000			3.094140	52.039328
9.770000	31.170321	199.926295		
9.775000			3.094140	52.137128
9.780000	31.201262	200.448646		
9.785000			3.094140	52.235029
9.790000	31.232203	200.971976		
9.795000			3.094140	52.333029
9.800000	31.263145	201.496287		
9.805000			3.094140	52.431130
9.810000	31.294086	202.021581		
9.815000			3.094140	52.529330
9.820000	31.325028	202.547857		
9.825000			3.094140	52.627631
9.830000	31.355969	203.075117		
9.835000			3.094140	52.726031
9.840000	31.386910	203.603363		
9.845000			3.094140	52.824532
9.850000	31.417852	204.132594		
9.855000			3.094141	52.923132
9.860000	31.448793	204.662812		
9.865000			3.094141	53.021833
9.870000	31.479735	205.194019		
9.875000			3.094141	53.120633
9.880000	31.510676	205.726214		
9.885000			3.094141	53.219533
9.890000	31.541617	206.259399		
9.895000			3.094141	53.318534
9.900000	31.572559	206.793576		
9.905000			3.094141	53.417634
9.910000	31.603500	207.328744		
9.915000			3.094141	53.516835
9.920000	31.634442	207.864905		
9.925000			3.094141	53.616135
9.930000	31.665383	208.402061		
9.935000			3.094141	53.715536
9.940000	31.696324	208.940211		
9.945000			3.094141	53.815036
9.950000	31.727266	209.479357		
9.955000			3.094141	53.914637
9.960000	31.758207	210.019501		
9.965000			3.094141	54.014337
9.970000	31.789149	210.560642		
9.975000			3.094141	54.114138
9.980000	31.820090	211.102782		
9.985000			3.094141	54.214038
9.990000	31.851032	211.645923		
9.995000			3.094141	54.314038
